given_name,family_name,gender,birth_date,country_of_origin,destination_country,destination_city,port_of_entry,visa_category,arrival_date,reason_for_migration,status_at_5_years,naturalization_date,asylum_related
Ethan,Rodriguez,Male,1996-03-16,Thailand,United States,Chicago,HOU,Student,2016-07-25,Economic Opportunity,Permanent Resident,,FALSE
Hiro,Johnson,Male,2002-10-16,Vietnam,Australia,Newcastle,Melbourne Airport,Family,2021-04-04,Work,Citizen,2033-02-12,FALSE
Leila,Jones,Female,1990-08-14,Algeria,United Kingdom,Edinburgh,Manchester Airport,Family,2009-03-09,Economic Opportunity,Permanent Resident,,FALSE
Yuki,Singh,Male,1974-07-06,South Africa,Italy,Bari,Bologna Guglielmo Marconi,Work,2006-05-18,Study,Temporary Resident,,FALSE
Sofia,Brown,Male,1979-07-01,Greece,Australia,Hobart,Sydney Airport,Diversity,2014-12-29,Family Reunification,Temporary Resident,,FALSE
Alex,Jones,Female,1972-05-13,Syria,Spain,Murcia,Barcelona–El Prat,Skilled Worker,2020-11-04,Study,Permanent Resident,,FALSE
Ava,Li,Female,1961-11-06,Russia,Italy,Milan,Turin Airport,Skilled Worker,2000-03-09,Study,Temporary Resident,,FALSE
Anita,Jones,Female,1965-07-23,United Kingdom,Netherlands,Tilburg,Eindhoven Airport,Skilled Worker,2013-11-28,Economic Opportunity,Permanent Resident,,FALSE
Liam,Davis,Female,1959-11-09,Pakistan,Netherlands,Breda,Eindhoven Airport,Student,2008-09-30,Economic Opportunity,Permanent Resident,,FALSE
Aria,Park,Male,1956-04-07,El Salvador,United Kingdom,Sheffield,Edinburgh Airport,Work,2001-04-09,Work,Permanent Resident,,FALSE
Yuki,Schmidt,Male,2000-11-29,Poland,Italy,Bari,Turin Airport,Skilled Worker,2023-01-04,Work,Temporary Resident,,FALSE
Jin,Schmidt,Male,1977-09-24,Turkey,Sweden,Orebro,Gothenburg Landvetter,Refugee,2012-08-20,Conflict/War,Permanent Resident,,TRUE
Lucas,Schmidt,Female,2001-07-13,Nigeria,Germany,Munich,HAM,Family,2023-06-29,Conflict/War,Permanent Resident,,TRUE
Hiro,Kim,Female,1977-02-22,El Salvador,Italy,Bologna,Bologna Guglielmo Marconi,Asylum,2000-01-01,Work,Permanent Resident,,TRUE
Wei,Ali,Female,2006-11-19,Vietnam,Canada,Winnipeg,Vancouver Intl,Refugee,2025-03-15,Work,Temporary Resident,,TRUE
Diego,Nguyen,Female,1955-05-03,Colombia,United Kingdom,London,Manchester Airport,Work,2008-07-14,Work,Permanent Resident,,FALSE
Yuki,Khan,Female,2000-09-21,Thailand,Germany,Dresden,MUC,Refugee,2025-09-04,Family Reunification,Citizen,2034-11-14,TRUE
Liam,Bauer,Female,1993-11-22,Pakistan,France,Lyon,Nice Côte d'Azur,Diversity,2020-10-15,Study,Citizen,2029-02-08,FALSE
Yuki,Sanchez,Female,1960-04-15,France,United Kingdom,London,Gatwick,Work,2005-01-20,Work,Citizen,2015-10-07,FALSE
Mia,Perez,Male,2002-03-06,Portugal,France,Strasbourg,Marseille Provence,Family,2020-03-14,Family Reunification,Permanent Resident,,FALSE
Diego,Park,Female,1986-05-11,Bulgaria,United Kingdom,Glasgow,Edinburgh Airport,Work,2007-07-08,Work,Citizen,2015-06-04,FALSE
Zoe,Costa,Male,1985-11-14,Germany,Canada,Mississauga,Montreal-Trudeau,Skilled Worker,2012-07-22,Work,Permanent Resident,,FALSE
Omar,Sanchez,Female,1975-06-13,Syria,Canada,Vancouver,Vancouver Intl,Student,2004-06-15,Persecution,Permanent Resident,,TRUE
Amina,Moretti,Female,2006-07-30,Philippines,United Kingdom,Edinburgh,Stansted,Humanitarian,2025-02-14,Economic Opportunity,Departed,,FALSE
Liam,Bauer,Male,1981-07-11,El Salvador,Australia,Perth,Perth Airport,Skilled Worker,2008-02-20,Economic Opportunity,Permanent Resident,,FALSE
Fatima,Jones,Male,1994-03-01,Iraq,Sweden,Malmo,Arlanda,Student,2017-03-28,Work,Permanent Resident,,FALSE
Ava,Davis,Female,1985-05-11,Colombia,Canada,Mississauga,Montreal-Trudeau,Refugee,2023-08-02,Study,Temporary Resident,,TRUE
Raj,Martinez,Female,1960-12-03,Pakistan,Netherlands,Tilburg,Eindhoven Airport,Family,2014-12-27,Economic Opportunity,Permanent Resident,,FALSE
Mia,Johnson,Female,1990-03-21,El Salvador,Australia,Hobart,Perth Airport,Work,2018-09-15,Family Reunification,Temporary Resident,,FALSE
Nina,Kim,Male,1995-10-25,Nepal,Italy,Milan,Naples Intl,Work,2024-03-03,Work,Permanent Resident,,FALSE
Ava,Bauer,Male,1966-10-10,Greece,Netherlands,Eindhoven,Schiphol,Student,2020-06-13,Study,Temporary Resident,,FALSE
Olivia,Schmidt,Female,1971-01-09,France,Germany,Stuttgart,BER,Student,2015-07-21,Work,Citizen,2020-03-03,FALSE
Ahmed,Abdul,Male,1974-06-28,Portugal,Netherlands,Utrecht,Eindhoven Airport,Family,2010-08-30,Work,Departed,,FALSE
Wei,Nguyen,Female,1976-12-10,Portugal,Netherlands,Amsterdam,Eindhoven Airport,Work,2018-09-24,Family Reunification,Departed,,FALSE
Amina,Li,Female,1991-07-17,Bangladesh,Canada,Winnipeg,Vancouver Intl,Asylum,2009-11-14,Climate/Disaster,Temporary Resident,,TRUE
Isabella,Hernandez,Male,1994-07-19,Peru,Canada,Mississauga,Calgary Intl,Family,2022-08-15,Economic Opportunity,Citizen,2029-01-18,FALSE
Zoe,Ibrahim,Female,1994-02-28,Greece,Spain,Valladolid,Malaga–Costa del Sol,Humanitarian,2014-02-21,Family Reunification,Temporary Resident,,FALSE
Priya,Garcia,Male,1993-06-18,United Kingdom,Australia,Adelaide,Adelaide Airport,Student,2014-06-03,Work,Departed,,FALSE
Carlos,Zhang,Male,1963-02-15,Romania,Spain,Zaragoza,Malaga–Costa del Sol,Family,2016-01-17,Economic Opportunity,Permanent Resident,,FALSE
Maria,Yamada,Male,1963-05-25,Morocco,Germany,Berlin,BER,Student,2018-11-21,Work,Permanent Resident,,FALSE
Nina,Williams,Female,1975-08-10,Colombia,France,Montpellier,CDG,Family,2010-05-13,Work,Departed,,FALSE
Hassan,Kim,Male,1993-10-02,Poland,Canada,Montreal,Pearson Intl,Family,2016-07-16,Study,Permanent Resident,,FALSE
Yuki,Gonzalez,Female,1989-04-26,Italy,Italy,Naples,Bologna Guglielmo Marconi,Diversity,2014-01-29,Work,Departed,,FALSE
Nina,Martinez,Male,2001-02-18,Germany,Australia,Canberra,Perth Airport,Work,2022-01-10,Work,Permanent Resident,,FALSE
Alex,Moretti,Male,1963-03-10,Pakistan,Australia,Gold Coast,Brisbane Airport,Skilled Worker,2002-07-07,Persecution,Departed,,TRUE
Hiro,Garcia,Male,1987-07-15,Algeria,United Kingdom,Liverpool,Manchester Airport,Student,2020-10-14,Persecution,Citizen,2032-03-27,TRUE
Maria,Kim,Female,1951-07-12,Bulgaria,Germany,Leipzig,HAM,Work,2023-12-17,Work,Permanent Resident,,FALSE
Diego,Moretti,Female,1963-03-06,Indonesia,France,Marseille,Lyon–Saint-Exupéry,Investor,2020-10-04,Economic Opportunity,Permanent Resident,,FALSE
Chen,Ibrahim,Female,1951-07-25,Pakistan,France,Paris,CDG,Refugee,2013-03-07,Family Reunification,Departed,,TRUE
David,Martinez,Female,1965-07-09,Ethiopia,Netherlands,Nijmegen,Rotterdam The Hague,Student,2020-07-27,Study,Citizen,2024-06-18,FALSE
Lucas,Popov,Female,1972-07-07,Japan,Sweden,Malmo,Arlanda,Family,2022-01-18,Work,Departed,,FALSE
David,Novak,Female,1985-09-24,Nepal,United States,Dallas,SEA,Work,2021-05-11,Persecution,Permanent Resident,,TRUE
Yuki,Chen,Female,1977-05-11,Honduras,Canada,Edmonton,Calgary Intl,Refugee,2008-08-30,Conflict/War,Permanent Resident,,TRUE
Wei,Rossi,Male,1995-06-19,Algeria,France,Paris,Orly,Work,2024-03-24,Work,Permanent Resident,,FALSE
Diego,Rossi,Male,1966-05-08,Colombia,Germany,Munich,HAM,Student,2005-01-24,Work,Temporary Resident,,FALSE
Sofia,Rodriguez,Female,2000-03-19,Poland,France,Strasbourg,CDG,Family,2020-12-03,Work,Temporary Resident,,FALSE
Omar,Schmidt,Female,1965-06-15,Cuba,United Kingdom,Manchester,Heathrow,Student,2023-09-23,Study,Temporary Resident,,FALSE
Raj,Silva,Male,1963-06-12,France,Spain,Zaragoza,Malaga–Costa del Sol,Student,2010-01-30,Work,Citizen,2017-04-17,FALSE
Raj,Williams,Female,1996-02-04,Syria,United States,Houston,HOU,Family,2018-03-22,Work,Permanent Resident,,FALSE
Alex,Park,Male,2000-10-27,Syria,Italy,Palermo,Bologna Guglielmo Marconi,Refugee,2022-08-09,Work,Permanent Resident,,TRUE
Hassan,Martinez,Male,1951-11-23,Algeria,United Kingdom,London,Heathrow,Diversity,2012-07-26,Work,Undocumented,,FALSE
Zoe,Costa,Male,1990-01-01,Russia,Spain,Seville,Valencia Airport,Skilled Worker,2019-10-02,Study,Departed,,FALSE
Olivia,Hernandez,Female,1962-11-21,Malaysia,Canada,Hamilton,Montreal-Trudeau,Diversity,2016-06-16,Work,Undocumented,,FALSE
Igor,Sanchez,Male,1957-01-24,Kenya,Sweden,Orebro,Gothenburg Landvetter,Work,2006-07-08,Work,Permanent Resident,,FALSE
Fatima,Schmidt,Female,1968-11-16,Ireland,Spain,Valencia,Madrid–Barajas,Work,2019-02-26,Study,Citizen,2031-01-23,FALSE
Ibrahim,Nguyen,Male,1956-09-27,United Kingdom,United States,New York,ORD,Refugee,2011-05-15,Work,Citizen,2015-01-23,TRUE
Mohamed,Yamada,Female,1985-05-29,Vietnam,Spain,Palma,Palma de Mallorca,Work,2011-12-17,Conflict/War,Permanent Resident,,TRUE
Yuki,Kim,Male,1986-09-17,Germany,France,Lyon,Orly,Work,2023-04-07,Study,Permanent Resident,,FALSE
Elena,Sanchez,Female,1995-05-01,China,Italy,Naples,Bologna Guglielmo Marconi,Skilled Worker,2017-05-29,Work,Permanent Resident,,FALSE
Sara,Davis,Female,1995-11-08,France,Germany,Leipzig,BER,Family,2021-02-28,Study,Permanent Resident,,FALSE
Noah,Davis,Male,1956-04-21,Argentina,France,Toulouse,Lyon–Saint-Exupéry,Student,2015-10-02,Study,Citizen,2022-11-10,FALSE
Hiro,Kim,Female,1957-05-14,Ireland,United States,Boston,LAX,Student,2012-10-12,Work,Departed,,FALSE
Elena,Ivanov,Female,1966-10-09,Vietnam,Sweden,Linkoping,Arlanda,Diversity,2000-08-20,Family Reunification,Departed,,FALSE
David,Ivanov,Female,1988-05-16,South Africa,United Kingdom,Manchester,Edinburgh Airport,Refugee,2023-11-09,Study,Permanent Resident,,TRUE
Ava,Williams,Female,1957-09-06,Sri Lanka,Sweden,Jonkoping,Gothenburg Landvetter,Asylum,2004-01-17,Family Reunification,Permanent Resident,,TRUE
Raj,Ibrahim,Male,1952-02-18,China,Canada,Quebec City,Vancouver Intl,Work,2017-11-23,Study,Permanent Resident,,FALSE
Chen,Gonzalez,Non-binary,1975-03-03,South Africa,United States,Los Angeles,JFK Airport,Family,2022-11-30,Work,Departed,,FALSE
Hassan,Park,Female,1951-10-10,Sri Lanka,United States,Seattle,IAD,Skilled Worker,2008-01-29,Study,Permanent Resident,,FALSE
Yuki,Park,Male,2002-12-02,Philippines,United Kingdom,Edinburgh,Heathrow,Work,2024-06-19,Economic Opportunity,Permanent Resident,,FALSE
Mohamed,Kumar,Male,1991-03-24,El Salvador,France,Nantes,Orly,Family,2013-02-14,Work,Permanent Resident,,FALSE
Ibrahim,Martinez,Male,2003-05-18,Russia,Australia,Adelaide,Brisbane Airport,Asylum,2023-11-05,Economic Opportunity,Temporary Resident,,TRUE
Leila,Novak,Female,2002-11-13,Afghanistan,Netherlands,Breda,Schiphol,Work,2023-05-17,Family Reunification,Permanent Resident,,FALSE
Zoe,Perez,Female,2005-03-15,Iran,Germany,Frankfurt,HAM,Work,2023-05-11,Study,Citizen,2026-12-19,FALSE
Mohamed,Rodriguez,Female,1970-04-03,Argentina,United Kingdom,Cardiff,Heathrow,Work,2021-05-21,Work,Permanent Resident,,FALSE
Leila,Ibrahim,Male,2000-02-16,Spain,Netherlands,Eindhoven,Rotterdam The Hague,Work,2025-06-22,Study,Permanent Resident,,FALSE
Anna,Kim,Female,1995-12-27,Iran,Italy,Catania,Naples Intl,Refugee,2019-03-31,Study,Temporary Resident,,TRUE
Anna,Gonzalez,Male,1989-05-03,Ethiopia,United States,New York,JFK Airport,Work,2009-12-24,Family Reunification,Citizen,2017-08-22,FALSE
Hassan,Silva,Male,2005-05-28,Iraq,Sweden,Stockholm,Gothenburg Landvetter,Refugee,2023-10-18,Work,Temporary Resident,,TRUE
Alex,Schmidt,Female,1990-08-15,Peru,United States,Los Angeles,JFK Airport,Diversity,2020-08-29,Family Reunification,Permanent Resident,,FALSE
Isabella,Hassan,Male,1973-02-06,Venezuela,Spain,Valencia,Madrid–Barajas,Student,2009-05-31,Conflict/War,Permanent Resident,,TRUE
Raj,Ibrahim,Female,1978-07-15,Ethiopia,United Kingdom,Bristol,Edinburgh Airport,Student,2007-09-08,Family Reunification,Citizen,2013-09-17,FALSE
Zoe,Zhang,Female,1954-11-25,Syria,Germany,Berlin,DUS,Family,2004-01-29,Conflict/War,Citizen,2014-09-12,TRUE
Omar,Gonzalez,Male,1969-09-23,Poland,United States,Atlanta,SEA,Family,2011-02-17,Family Reunification,Temporary Resident,,FALSE
Ethan,Moretti,Male,1964-02-23,China,Sweden,Malmo,Malmo Airport,Student,2002-03-19,Work,Departed,,FALSE
Ibrahim,Brown,Male,1970-06-21,Ireland,Germany,Dusseldorf,HAM,Family,2014-10-01,Conflict/War,Permanent Resident,,TRUE
Fatima,Perez,Female,1965-04-09,South Africa,Sweden,Linkoping,Arlanda,Investor,2006-12-14,Work,Permanent Resident,,FALSE
Alex,Kim,Female,1958-07-17,Indonesia,Spain,Zaragoza,Madrid–Barajas,Skilled Worker,2007-10-03,Work,Citizen,2015-10-29,FALSE
Zoe,Hernandez,Female,1984-05-01,France,Italy,Rome,Bologna Guglielmo Marconi,Student,2018-11-25,Family Reunification,Citizen,2029-04-07,FALSE
Lucas,Ivanov,Female,1980-08-28,Bangladesh,Australia,Hobart,Brisbane Airport,Work,2005-02-14,Work,Temporary Resident,,FALSE
Sofia,Bauer,Female,1994-02-04,Italy,Canada,Ottawa,Ottawa Intl,Student,2019-10-25,Study,Citizen,2027-02-28,FALSE
Diego,Yamada,Male,1977-04-27,Venezuela,Australia,Brisbane,Sydney Airport,Work,2001-12-21,Study,Permanent Resident,,FALSE
Sara,Abdul,Female,1986-09-03,Algeria,France,Bordeaux,Lyon–Saint-Exupéry,Investor,2005-03-12,Family Reunification,Citizen,2015-08-23,FALSE
Alex,Kim,Male,1972-05-12,Taiwan,Canada,Ottawa,Montreal-Trudeau,Diversity,2023-06-10,Persecution,Permanent Resident,,TRUE
Anna,Garcia,Female,1951-03-18,Taiwan,United States,New York,IAD,Student,2013-08-27,Family Reunification,Permanent Resident,,FALSE
Ethan,Novak,Female,2006-10-22,Poland,France,Nantes,Marseille Provence,Skilled Worker,2025-05-11,Family Reunification,Permanent Resident,,FALSE
Jin,Perez,Male,1959-12-17,United Kingdom,France,Lyon,Lyon–Saint-Exupéry,Skilled Worker,2014-07-04,Family Reunification,Undocumented,,FALSE
Aria,Hassan,Male,1962-09-03,Iraq,Germany,Leipzig,BER,Asylum,2018-04-22,Work,Departed,,TRUE
Olivia,Novak,Female,1971-07-02,Vietnam,Canada,Winnipeg,Ottawa Intl,Student,2000-02-18,Family Reunification,Temporary Resident,,FALSE
Nina,Bauer,Female,1964-04-10,Morocco,Sweden,Stockholm,Arlanda,Work,2012-11-27,Work,Departed,,FALSE
Liam,Hernandez,Female,1997-08-17,Poland,United Kingdom,Bristol,Manchester Airport,Refugee,2022-08-25,Climate/Disaster,Departed,,TRUE
Ava,Brown,Male,1966-04-11,United Kingdom,Netherlands,Nijmegen,Eindhoven Airport,Student,2003-07-03,Family Reunification,Citizen,2009-03-22,FALSE
Elena,Costa,Male,2000-06-25,Romania,United Kingdom,Leeds,Stansted,Skilled Worker,2018-06-29,Economic Opportunity,Permanent Resident,,FALSE
Noah,Jones,Female,1973-12-22,Indonesia,Germany,Cologne,FRA,Family,2009-04-24,Study,Permanent Resident,,FALSE
Jin,Ali,Male,1964-02-19,Portugal,Canada,Montreal,Vancouver Intl,Work,2004-04-02,Work,Citizen,2014-05-09,FALSE
Mia,Kumar,Male,2004-12-09,Brazil,Germany,Dresden,MUC,Work,2024-09-27,Work,Permanent Resident,,FALSE
Wei,Rodriguez,Male,1970-10-09,Spain,United States,Miami,MIA,Skilled Worker,2003-04-02,Economic Opportunity,Citizen,2011-02-18,FALSE
David,Martinez,Male,1988-02-25,Sri Lanka,Canada,Vancouver,Montreal-Trudeau,Refugee,2023-01-09,Family Reunification,Permanent Resident,,TRUE
Fatima,Nowak,Female,2004-03-14,Dominican Republic,United States,New York,HOU,Family,2025-01-18,Study,Temporary Resident,,FALSE
Mohamed,Ibrahim,Female,1979-10-15,Russia,Spain,Valladolid,Palma de Mallorca,Family,2008-08-12,Family Reunification,Temporary Resident,,FALSE
Alex,Nowak,Female,1974-10-28,India,Netherlands,Breda,Schiphol,Work,2003-01-20,Economic Opportunity,Citizen,2007-07-27,FALSE
Sofia,Jones,Male,1963-07-03,Brazil,United States,Atlanta,BOS,Skilled Worker,2008-11-16,Work,Permanent Resident,,FALSE
Amina,Rodriguez,Female,1965-02-19,Morocco,Sweden,Norrkoping,Arlanda,Student,2023-04-14,Climate/Disaster,Citizen,2030-01-29,FALSE
Hassan,Li,Female,1977-09-05,Peru,Germany,Cologne,MUC,Asylum,2003-02-07,Family Reunification,Temporary Resident,,TRUE
Olivia,Ibrahim,Female,1958-03-23,Argentina,Italy,Bologna,Turin Airport,Family,2002-01-27,Work,Permanent Resident,,FALSE
Anna,Li,Male,1999-10-24,South Africa,Spain,Valladolid,Valencia Airport,Work,2022-10-16,Economic Opportunity,Undocumented,,FALSE
Igor,Garcia,Non-binary,1969-12-02,Thailand,Netherlands,Eindhoven,Schiphol,Family,2016-07-21,Study,Citizen,2028-03-22,FALSE
Chen,Khan,Male,1976-10-25,Spain,Australia,Perth,Adelaide Airport,Work,2010-07-14,Economic Opportunity,Permanent Resident,,FALSE
Camila,Khan,Female,1993-03-07,Bangladesh,Germany,Munich,DUS,Student,2019-08-16,Work,Temporary Resident,,FALSE
Camila,Sanchez,Male,1984-12-30,Russia,Germany,Hamburg,BER,Family,2020-09-17,Economic Opportunity,Citizen,2023-10-28,FALSE
Omar,Jones,Male,1984-11-22,Japan,Canada,Vancouver,Calgary Intl,Asylum,2021-05-26,Work,Permanent Resident,,TRUE
Ava,Li,Female,1981-07-09,Morocco,Canada,Calgary,Pearson Intl,Asylum,2022-11-06,Family Reunification,Temporary Resident,,TRUE
Chen,Brown,Male,1972-06-01,Indonesia,Germany,Bremen,MUC,Family,2024-05-13,Study,Temporary Resident,,FALSE
Aria,Miller,Non-binary,1962-09-04,Nigeria,Netherlands,Groningen,Eindhoven Airport,Humanitarian,2023-11-04,Family Reunification,Permanent Resident,,FALSE
Anita,Ivanov,Male,1959-12-20,Thailand,Germany,Stuttgart,BER,Family,2006-03-18,Conflict/War,Permanent Resident,,TRUE
Raj,Sanchez,Female,1957-12-09,Philippines,Australia,Perth,Sydney Airport,Asylum,2022-10-17,Study,Temporary Resident,,TRUE
Sara,Perez,Female,1993-08-13,Russia,Australia,Hobart,Perth Airport,Skilled Worker,2015-06-03,Persecution,Permanent Resident,,TRUE
Sofia,Hassan,Male,1991-09-21,Poland,Italy,Bari,Bologna Guglielmo Marconi,Asylum,2025-08-30,Work,Temporary Resident,,TRUE
Ethan,Abdul,Male,1976-03-08,Peru,Spain,Murcia,Palma de Mallorca,Family,2014-01-16,Work,Citizen,2020-09-19,FALSE
Wei,Abdul,Female,1964-08-04,Russia,Netherlands,Nijmegen,Schiphol,Student,2005-08-06,Persecution,Permanent Resident,,TRUE
Fatima,Popov,Female,1976-06-02,Iraq,Sweden,Helsingborg,Malmo Airport,Refugee,2009-11-25,Conflict/War,Departed,,TRUE
Sara,Bauer,Male,1981-05-29,Spain,Germany,Stuttgart,BER,Student,2008-03-27,Family Reunification,Permanent Resident,,FALSE
Maria,Schmidt,Female,1980-01-01,Ireland,France,Marseille,CDG,Work,2021-10-20,Study,Permanent Resident,,FALSE
Zoe,Costa,Male,1972-05-29,Brazil,Sweden,Helsingborg,Arlanda,Diversity,2002-07-07,Study,Temporary Resident,,FALSE
Noah,Singh,Male,1971-02-13,Philippines,Italy,Bologna,Malpensa,Work,2012-02-08,Climate/Disaster,Citizen,2015-05-25,FALSE
Aria,Kim,Male,1985-02-04,Russia,Germany,Frankfurt,DUS,Family,2003-08-03,Economic Opportunity,Temporary Resident,,FALSE
Noah,Schmidt,Female,2003-07-15,Ethiopia,Canada,Hamilton,Montreal-Trudeau,Student,2025-08-03,Conflict/War,Citizen,2031-01-12,TRUE
Leila,Hassan,Male,1982-08-25,Egypt,Australia,Brisbane,Adelaide Airport,Student,2019-09-30,Persecution,Permanent Resident,,TRUE
Hiro,Abdul,Female,1964-07-14,Turkey,United States,Chicago,JFK Airport,Diversity,2010-06-01,Family Reunification,Temporary Resident,,FALSE
Diego,Martinez,Female,2003-08-20,Ethiopia,Sweden,Jonkoping,Arlanda,Asylum,2023-03-01,Work,Undocumented,,TRUE
Emma,Wang,Male,1992-06-19,El Salvador,Australia,Sydney,Sydney Airport,Family,2013-01-27,Study,Citizen,2017-07-17,FALSE
David,Bauer,Female,1952-01-27,Iraq,Canada,Vancouver,Vancouver Intl,Work,2016-01-19,Economic Opportunity,Citizen,2026-02-21,FALSE
Hiro,Lopez,Female,2004-08-21,Venezuela,France,Toulouse,Lyon–Saint-Exupéry,Diversity,2024-01-14,Conflict/War,Temporary Resident,,TRUE
Anna,Nowak,Female,1952-11-26,Pakistan,United States,San Francisco,ORD,Family,2014-05-04,Work,Permanent Resident,,FALSE
Amina,Nowak,Male,2004-09-09,Nigeria,Sweden,Vasteras,Malmo Airport,Family,2025-04-10,Economic Opportunity,Temporary Resident,,FALSE
Maria,Moretti,Female,2002-02-27,Poland,France,Paris,Nice Côte d'Azur,Family,2021-05-13,Economic Opportunity,Permanent Resident,,FALSE
Olivia,Silva,Female,1998-09-02,Indonesia,France,Strasbourg,Lyon–Saint-Exupéry,Student,2020-10-25,Study,Permanent Resident,,FALSE
Chen,Popov,Male,1989-01-13,Russia,France,Lille,Marseille Provence,Student,2010-08-21,Work,Permanent Resident,,FALSE
Elena,Schmidt,Male,1950-03-31,Egypt,Canada,Ottawa,Ottawa Intl,Family,2017-03-08,Work,Permanent Resident,,FALSE
Hiro,Kumar,Female,1989-02-20,Peru,Netherlands,Breda,Eindhoven Airport,Work,2018-01-14,Work,Permanent Resident,,FALSE
Nina,Popov,Male,1987-09-23,Algeria,Spain,Madrid,Madrid–Barajas,Work,2025-07-15,Work,Permanent Resident,,FALSE
Priya,Khan,Male,1969-01-19,Italy,Spain,Murcia,Malaga–Costa del Sol,Asylum,2005-09-05,Study,Permanent Resident,,TRUE
Carlos,Johnson,Female,1956-10-19,Bangladesh,Canada,Ottawa,Montreal-Trudeau,Skilled Worker,2015-02-28,Work,Temporary Resident,,FALSE
Sara,Garcia,Male,1992-02-24,Ethiopia,Canada,Toronto,Vancouver Intl,Diversity,2011-12-28,Work,Permanent Resident,,FALSE
Anna,Costa,Male,1986-05-31,Peru,Australia,Newcastle,Brisbane Airport,Family,2020-01-21,Work,Temporary Resident,,FALSE
Ava,Rodriguez,Male,1967-09-28,Italy,Canada,Vancouver,Pearson Intl,Family,2021-03-16,Persecution,Permanent Resident,,TRUE
Liam,Singh,Male,1987-09-21,Nepal,Germany,Bremen,BER,Student,2023-12-08,Study,Permanent Resident,,FALSE
Liam,Ibrahim,Male,1992-01-03,Vietnam,United Kingdom,Sheffield,Manchester Airport,Work,2019-02-03,Work,Permanent Resident,,FALSE
Sofia,Hassan,Male,1982-09-12,Guatemala,Canada,Montreal,Pearson Intl,Student,2016-04-05,Economic Opportunity,Citizen,2021-04-19,FALSE
Ethan,Khan,Female,1952-03-31,Poland,Canada,Calgary,Ottawa Intl,Work,2016-03-15,Family Reunification,Permanent Resident,,FALSE
Chen,Smith,Female,1994-07-25,Argentina,Spain,Seville,Madrid–Barajas,Student,2021-03-27,Family Reunification,Citizen,2027-06-16,FALSE
Fatima,Perez,Female,1995-11-25,Colombia,Sweden,Uppsala,Malmo Airport,Student,2021-11-08,Family Reunification,Permanent Resident,,FALSE
